1754197932083;16820.5788;11920.9635;1.02;18.3;5
1754197933493;16820.5786;11920.9680;0.94;18.4;5
1754197935158;16820.5784;11920.9701;0.74;18.4;5
1754197938146;16820.5789;11920.9741;0.74;18.4;5
1754197941159;16820.5779;11920.9741;0.29;18.4;4
1754197944156;16820.5783;11920.9745;0.14;18.4;5
1754197947164;16820.5839;11920.9763;2.43;18.4;5
1754197950142;16820.5975;11920.9780;5.01;18.4;3
1754197953162;16820.6157;11920.9816;4.97;18.4;3
1754197956151;16820.6329;11920.9857;4.43;18.4;3
1754197959149;16820.6465;11920.9913;5.25;18.9;4
1754197962160;16820.6658;11920.9930;5.76;19.0;3
1754197965135;16820.6856;11920.9998;5.89;18.2;4
1754197968152;16820.7047;11921.0048;6.25;18.4;4
1754197971160;16820.7251;11921.0146;6.64;18.1;6
1754197974160;16820.7454;11921.0261;6.90;18.1;6
1754197977154;16820.7616;11921.0330;3.23;18.0;5
1754197980148;16820.7785;11921.0416;5.66;18.7;5
1754197983165;16820.7939;11921.0590;6.30;17.8;4
1754197986152;16820.8070;11921.0812;5.98;18.7;4
1754197989157;16820.8173;11921.1018;5.83;18.5;4
1754197992164;16820.8251;11921.1217;6.40;18.3;3
1754197995148;16820.8336;11921.1400;5.50;18.5;3
1754197998150;16820.8430;11921.1321;5.83;18.5;3
1754198001148;16820.8348;11921.1181;4.87;18.5;3
1754198004157;16820.8210;11921.1045;6.48;18.5;5
1754198007160;16820.8145;11921.0851;6.29;18.5;5
1754198010151;16820.8046;11921.0654;6.77;18.7;5
1754198013161;16820.7911;11921.0481;6.82;18.7;5
1754198016156;16820.7731;11921.0369;6.17;18.0;4
1754198019164;16820.7553;11921.0247;3.26;17.1;5
1754198022160;16820.7337;11921.0146;5.73;18.1;6
1754198025158;16820.7133;11921.0043;6.37;18.4;5
1754198028167;16820.6929;11920.9936;6.50;17.3;5
1754198031154;16820.6702;11920.9892;6.90;19.0;5
1754198034165;16820.6488;11920.9892;4.95;18.9;5
1754198037157;16820.6249;11920.9848;8.36;18.4;5
1754198040152;16820.6051;11920.9815;6.15;18.4;4
1754198043162;16820.5887;11920.9785;3.76;18.4;3
1754198046171;16820.5795;11920.9748;1.97;18.4;3
1754198049166;16820.5802;11920.9702;2.62;18.4;3
1754198052157;16820.5827;11920.9612;2.64;18.2;3
1754198055158;16820.5847;11920.9515;2.58;18.2;3
1754198058169;16820.5823;11920.9457;1.06;18.2;3
1754198061160;16820.5818;11920.9426;0.31;18.2;6
1754198064164;16820.5814;11920.9416;0.34;18.2;10
1754198067132;16820.5812;11920.9413;0.13;18.2;10
1754198070156;16820.5814;11920.9413;0.03;18.2;10
1754198073157;16820.5810;11920.9416;0.11;18.2;10
1754198076161;16820.5806;11920.9416;0.12;18.2;10
1754198079160;16820.5810;11920.9416;0.10;18.2;9
1754198082138;16820.5806;11920.9408;0.13;18.2;9
1754198085138;16820.5803;11920.9404;0.14;18.2;9
1754198088155;16820.5810;11920.9381;0.17;18.2;7
1754198091152;16820.5808;11920.9382;0.10;18.2;5
