1754063479374;16820.5843;11920.9286;0.01;18.9;27
1754063479794;16820.5844;11920.9286;0.00;18.9;42
1754063511705;16820.5843;11920.9286;0.02;18.9;33
1754063773064;16820.5833;11920.9400;-1.00;18.2;20
1754064507011;16820.5829;11920.9345;0.00;18.9;27
1754064990515;16820.5810;11920.9347;0.00;18.9;19
1754064991943;16820.5833;11920.9400;-1.00;18.2;20
1754068254075;16820.5836;11920.9417;-1.00;18.2;28
1754068255068;16820.5837;11920.9401;-1.00;18.2;20
1754068255931;16820.5837;11920.9401;0.00;18.2;20
1754068258983;16820.5837;11920.9402;0.02;18.2;21
1754068318540;16820.5719;11920.9339;0.02;17.7;9
1754068318996;16820.5719;11920.9339;0.00;17.7;16
1754068320977;16820.5702;11920.9344;0.64;17.7;23
1754068323993;16820.5698;11920.9343;0.26;17.7;46
1754068411737;16820.5754;11920.9302;0.01;17.7;11
1754068412225;16820.5754;11920.9302;0.00;17.7;43
1754068450691;16820.5786;11920.9253;0.06;17.7;8
1754068451128;16820.5786;11920.9253;0.00;17.7;15
1754068453974;16820.5787;11920.9253;0.01;17.7;20
1754068655886;16820.5808;11920.9261;0.00;18.9;15
1754068656929;16820.5809;11920.9261;0.00;18.9;34
1754068658990;16820.5808;11920.9261;0.00;18.9;42
1754068786616;16820.5803;11920.9252;0.00;18.9;13
1754068787043;16820.5803;11920.9252;0.00;18.9;19
1754068789008;16820.5803;11920.9252;0.00;18.9;23
1754068977106;16820.5823;11920.9246;0.01;18.9;13
1754068977552;16820.5823;11920.9246;0.00;18.9;15
1754069169022;16820.5820;11920.9246;0.00;18.9;15
1754069169454;16820.5820;11920.9246;0.00;18.9;24
1754069171992;16820.5820;11920.9246;0.00;18.9;36
1754069175020;16820.5820;11920.9246;0.00;18.9;48
1754069211755;16820.5805;11920.9237;0.02;18.9;13
1754069212201;16820.5805;11920.9237;0.00;18.9;19
1754069215001;16820.5805;11920.9237;0.00;18.9;23
1754108842151;16820.5836;11920.9405;-1.00;18.2;20
1754108876959;16820.5822;11920.9226;0.72;18.9;43
1754108879965;16820.5821;11920.9220;0.30;18.9;27
1754108882968;16820.5824;11920.9236;0.31;18.9;22
1754108885955;16820.5822;11920.9225;0.20;18.9;20
1754108992556;16820.5830;11920.9319;0.02;18.9;13
1754108992884;16820.5830;11920.9320;0.01;18.9;20
1754108994981;16820.5835;11920.9316;0.24;18.9;22
1754109035375;16820.5795;11920.9271;0.04;17.7;6
1754109035763;16820.5795;11920.9271;0.00;17.7;12
1754109037973;16820.5798;11920.9271;0.11;17.7;18
1754109040967;16820.5793;11920.9286;0.33;17.7;29
1754109122281;16820.5786;11920.9276;0.00;17.7;10
1754109123917;16820.5786;11920.9276;0.00;17.7;28
1754109128009;16820.5782;11920.9270;0.17;17.7;25
1754112980627;16820.5834;11920.9400;-1.00;18.2;20
1754112982626;16820.5833;11920.9401;-1.00;18.2;20
1754112983094;16820.5829;11920.9402;0.04;18.2;20
1754113386088;16820.5782;11920.9322;0.01;17.7;9
1754113387478;16820.5834;11920.9401;-1.00;18.2;20
1754113388185;16820.5830;11920.9393;0.07;18.2;40
1754113391977;16820.5771;11920.9286;2.96;17.7;30
1754113395018;16820.5755;11920.9313;0.73;17.7;7
1754113397967;16820.5794;11920.9298;1.07;17.7;4
1754113400991;16820.5788;11920.9302;0.11;17.7;4
1754113403968;16820.5788;11920.9302;0.02;17.7;3
1754113406977;16820.5792;11920.9301;0.12;17.7;3
1754113409983;16820.5794;11920.9301;0.06;17.7;3
1754113412974;16820.5801;11920.9301;0.19;18.9;3
1754113415987;16820.5804;11920.9300;0.10;18.9;3
1754113418976;16820.5809;11920.9299;0.16;18.9;3
1754113421980;16820.5811;11920.9298;0.06;18.9;3
1754113424970;16820.5813;11920.9298;0.07;18.9;3
1754113427982;16820.5813;11920.9298;0.01;18.9;3
1754113430980;16820.5813;11920.9297;0.01;18.9;3
1754113433976;16820.5813;11920.9298;0.00;18.9;3
1754113436986;16820.5813;11920.9298;0.01;18.9;3
1754113439981;16820.5814;11920.9298;0.00;18.9;3
1754113442986;16820.5814;11920.9298;0.01;18.9;3
1754113445962;16820.5814;11920.9298;0.01;18.9;3
1754113448979;16820.5814;11920.9298;0.01;18.9;6
1754113451971;16820.5814;11920.9297;0.01;18.9;9
1754113454981;16820.5814;11920.9297;0.01;18.9;9
1754113457981;16820.5814;11920.9297;0.00;18.9;9
1754113460980;16820.5814;11920.9297;0.00;18.9;9
1754113463979;16820.5814;11920.9297;0.01;18.9;9
1754113466984;16820.5815;11920.9297;0.01;18.9;9
1754113469980;16820.5815;11920.9297;0.01;18.9;9
1754113472969;16820.5815;11920.9296;0.01;18.9;9
