1754301644080;16820.5741;11920.9882;0.10;18.4;17
1754301647145;16820.5724;11920.9818;0.86;18.4;10
1754301648705;16820.5734;11920.9828;0.09;18.4;13
1754301651180;16820.5742;11920.9840;0.10;18.4;15
1754301653075;16820.5752;11920.9857;0.15;18.4;14
1754301654790;16820.5750;11920.9857;0.11;18.4;11
1754301656577;16820.5758;11920.9858;0.27;18.4;10
1754301658451;16820.5771;11920.9862;0.17;18.4;9
1754301660316;16820.5789;11920.9862;0.47;18.4;9
1754301661801;16820.5790;11920.9855;0.60;18.4;9
1754301663206;16820.5878;11920.9820;1.60;18.4;8
1754301664608;16820.5889;11920.9796;1.63;18.4;8
1754301666735;16820.5920;11920.9781;1.63;18.4;9
1754301668106;16820.6000;11920.9873;1.85;18.4;11
1754301669903;16820.6022;11920.9882;1.57;18.4;14
1754301671358;16820.6041;11920.9894;1.64;18.4;16
1754301674070;16820.6487;11920.9897;4.91;18.9;16
1754301677075;16820.6724;11920.9921;5.30;19.0;7
1754301680087;16820.6888;11920.9972;3.01;18.2;7
1754301683082;16820.7004;11921.0017;1.57;18.4;7
1754301686077;16820.7141;11921.0043;3.35;18.4;9
1754301689090;16820.7345;11921.0145;5.18;18.1;9
1754301692088;16820.7512;11921.0286;4.41;18.0;8
1754301695075;16820.7657;11921.0369;3.93;18.0;6
1754301698081;16820.7762;11921.0500;4.97;18.7;7
1754301701103;16820.7875;11921.0695;6.72;17.8;8
1754301704082;16820.8038;11921.0902;6.17;18.5;7
1754301707077;16820.8191;11921.1101;6.04;18.5;6
1754301710078;16820.8338;11921.1210;5.66;18.5;5
1754301713084;16820.8506;11921.1165;5.02;18.5;5
1754301716072;16820.8645;11921.1015;6.69;17.3;5
1754301719129;16820.8770;11921.0805;7.02;18.0;4
1754301722140;16820.8894;11921.0601;6.91;17.7;3
1754301725066;16820.9045;11921.0454;6.55;17.7;3
1754301728154;16820.9196;11921.0296;6.50;17.7;3
1754301731067;16820.9345;11921.0129;6.23;17.7;3
1754301734056;16820.9497;11920.9931;6.94;17.1;3
1754301737069;16820.9644;11920.9777;6.53;17.1;4
1754301740075;16820.9836;11920.9651;7.03;17.4;4
1754301743089;16821.0041;11920.9559;6.55;17.4;4
1754301746063;16821.0223;11920.9427;6.60;18.4;4
1754301749095;16821.0395;11920.9260;6.68;16.1;3
1754301752077;16821.0565;11920.9098;6.93;18.0;3
1754301755091;16821.0722;11920.8932;6.60;16.1;3
1754301758066;16821.0899;11920.8794;6.22;17.9;3
1754301761060;16821.1076;11920.8652;6.17;16.1;3
1754301764079;16821.1246;11920.8511;6.24;16.6;3
1754301767085;16821.1413;11920.8387;6.02;16.6;3
1754301770076;16821.1590;11920.8283;6.06;17.5;3
1754301773084;16821.1768;11920.8167;6.27;17.5;3
1754301776064;16821.1960;11920.8059;6.26;18.2;3
1754301779088;16821.2144;11920.7946;6.59;17.2;3
1754301782092;16821.2350;11920.7850;6.78;17.2;3
1754301785094;16821.2560;11920.7767;6.81;18.1;3
1754301788987;16821.2782;11920.7681;6.69;17.5;3
1754301791068;16821.3005;11920.7603;6.97;16.2;3
1754301794088;16821.3230;11920.7524;7.14;17.9;3
1754301797065;16821.3458;11920.7462;7.33;17.9;3
1754301800122;16821.3691;11920.7395;7.07;17.5;3
1754301803091;16821.3911;11920.7341;6.59;16.4;3
1754301806074;16821.4145;11920.7313;7.13;16.2;3
1754301809126;16821.4376;11920.7290;6.91;18.1;3
1754301812083;16821.4602;11920.7262;6.76;18.1;3
1754301815077;16821.4832;11920.7254;6.73;18.3;3
1754301818085;16821.5060;11920.7254;6.73;18.2;3
1754301821153;16821.5273;11920.7259;5.98;18.3;3
1754301824086;16821.5474;11920.7264;5.63;18.3;3
1754301827067;16821.5663;11920.7279;5.44;18.7;3
1754301830066;16821.5862;11920.7286;5.86;19.1;3
1754301833077;16821.6058;11920.7315;5.75;18.5;3
1754301836074;16821.6258;11920.7339;5.74;16.2;3
1754301839080;16821.6449;11920.7363;5.55;16.2;3
1754301842086;16821.6636;11920.7384;5.41;16.2;3
1754301845082;16821.6822;11920.7413;5.52;16.2;3
1754301848093;16821.6998;11920.7449;5.27;16.5;3
1754301851079;16821.7180;11920.7467;5.43;16.5;3
1754301854097;16821.7345;11920.7468;3.61;18.5;3
1754301857092;16821.7436;11920.7422;2.24;18.5;4
1754301860072;16821.7412;11920.7378;1.38;18.5;4
1754301863068;16821.7415;11920.7383;1.23;18.5;4
1754301866076;16821.7410;11920.7387;0.89;18.5;4
1754301869069;16821.7411;11920.7396;0.50;18.5;4
1754301872090;16821.7414;11920.7396;0.29;18.5;4
1754301875089;16821.7415;11920.7397;0.17;18.5;4
1754301878085;16821.7416;11920.7397;0.10;18.5;4
1754301881075;16821.7417;11920.7397;0.06;18.5;4
1754301884081;16821.7418;11920.7396;0.05;18.5;4
1754301887082;16821.7418;11920.7396;0.03;18.5;4
1754301890065;16821.7418;11920.7396;0.02;18.5;4
1754301893075;16821.7418;11920.7397;0.01;18.5;3
1754301896079;16821.7418;11920.7397;0.01;18.5;3
1754301899074;16821.7418;11920.7396;0.00;18.5;3
1754301902074;16821.7418;11920.7396;0.00;18.5;3
1754301905075;16821.7418;11920.7397;0.00;18.5;3
1754301908086;16821.7418;11920.7397;0.00;18.5;3
1754301911073;16821.7418;11920.7397;0.00;18.5;4
1754301914071;16821.7417;11920.7397;0.01;18.5;4
1754301917074;16821.7417;11920.7397;0.01;18.5;3
1754301920079;16821.7417;11920.7397;0.01;18.5;4
1754301923066;16821.7417;11920.7396;0.00;18.5;4
1754301926073;16821.7417;11920.7396;0.00;18.5;4
1754301929079;16821.7417;11920.7396;0.01;18.5;3
1754301932093;16821.7417;11920.7397;0.00;18.5;3
1754301935084;16821.7416;11920.7397;0.01;18.5;3
1754301938061;16821.7416;11920.7397;0.01;18.5;3
1754301941070;16821.7417;11920.7397;0.00;18.5;3
1754301944094;16821.7417;11920.7396;0.00;18.5;3
1754301947080;16821.7416;11920.7397;0.00;18.5;3
1754301950080;16821.7416;11920.7397;0.00;18.5;3
1754301953086;16821.7416;11920.7397;0.00;18.5;3
1754301956074;16821.7411;11920.7391;0.46;18.5;3
1754301959083;16821.7410;11920.7387;0.20;18.5;3
1754301962076;16821.7411;11920.7388;0.19;18.5;3
1754301965077;16821.7438;11920.7400;1.57;18.5;3
1754301968103;16821.7497;11920.7436;3.30;18.7;3
1754301971066;16821.7631;11920.7385;4.39;18.7;3
1754301974106;16821.7775;11920.7303;4.91;18.4;3
1754301977215;16821.7813;11920.7197;3.81;18.4;4
1754301980083;16821.7686;11920.7144;5.42;18.6;3
1754301983091;16821.7520;11920.7160;6.09;18.6;3
1754301986069;16821.7332;11920.7193;5.86;18.5;3
1754301989070;16821.7131;11920.7217;6.12;18.1;3
1754301992073;16821.6909;11920.7234;6.51;18.1;3
1754301995076;16821.6677;11920.7252;7.14;16.3;3
1754301998085;16821.6431;11920.7231;7.19;16.0;3
1754302001080;16821.6190;11920.7184;7.40;18.5;3
1754302004129;16821.5953;11920.7107;7.60;19.1;3
1754302007078;16821.5719;11920.6998;8.03;17.9;3
1754302010265;16821.5477;11920.6892;7.26;18.7;3
1754302013114;16821.5236;11920.6763;8.09;18.7;3
1754302016080;16821.4982;11920.6641;8.83;17.9;3
1754302019085;16821.4734;11920.6526;8.49;18.4;3
1754302022075;16821.4481;11920.6375;8.77;17.1;3
1754302025077;16821.4213;11920.6221;8.77;18.6;3
1754302028081;16821.3943;11920.6077;8.89;17.1;3
1754302031083;16821.3694;11920.5936;8.78;18.7;3
1754302034069;16821.3447;11920.5794;9.12;16.7;3
1754302037073;16821.3162;11920.5652;8.90;18.7;3
1754302040083;16821.2905;11920.5496;8.30;17.5;3
1754302043077;16821.2677;11920.5353;7.98;18.7;4
1754302046080;16821.2453;11920.5226;7.16;17.6;4
1754302049079;16821.2238;11920.5112;6.83;18.0;4
1754302052084;16821.2030;11920.5075;7.16;18.5;4
1754302055122;16821.1793;11920.5170;7.87;18.5;4
1754302058061;16821.1537;11920.5288;8.19;18.6;4
1754302061093;16821.1274;11920.5415;8.31;19.0;4
1754302064096;16821.1026;11920.5529;8.76;18.2;4
1754302067069;16821.0734;11920.5667;8.33;18.5;4
1754302070086;16821.0475;11920.5773;8.83;18.8;4
1754302073079;16821.0191;11920.5922;8.86;18.4;4
1754302076115;16820.9911;11920.6042;8.51;18.6;4
1754302079086;16820.9652;11920.6212;9.29;18.6;4
1754302082073;16820.9413;11920.6413;9.17;18.3;4
1754302085091;16820.9175;11920.6623;9.08;18.6;4
1754302088075;16820.8954;11920.6807;7.40;17.1;4
1754302091079;16820.8737;11920.6982;8.07;18.3;4
1754302094082;16820.8517;11920.7181;8.93;18.0;4
1754302097072;16820.8278;11920.7368;9.49;18.6;4
1754302100083;16820.8015;11920.7584;9.04;18.6;4
1754302103149;16820.7754;11920.7795;9.36;18.4;4
1754302106097;16820.7520;11920.7975;8.66;18.5;4
1754302109115;16820.7302;11920.8155;8.33;18.2;4
1754302112109;16820.7075;11920.8348;7.86;18.3;5
1754302115066;16820.6870;11920.8522;9.00;18.7;5
1754302118076;16820.6649;11920.8744;8.61;19.0;5
1754302121072;16820.6513;11920.9054;10.24;18.6;5
1754302124080;16820.6483;11920.9341;7.22;18.4;5
